"Month","Day","State","Regular","MidGrade","Premium","Diesel"
1,3,"South Carolina",2.369,2.685,2.983,2.797
1,4,"South Carolina",2.369,2.684,2.987,2.799
1,5,"South Carolina",2.368,2.679,2.981,2.798
1,6,"South Carolina",2.366,2.674,2.975,2.798
1,7,"South Carolina",2.372,2.683,2.983,2.803
1,8,"South Carolina",2.377,2.689,2.987,2.804
1,9,"South Carolina",2.375,2.689,2.986,2.805
1,10,"South Carolina",2.369,2.686,2.982,2.806
1,11,"South Carolina",2.361,2.678,2.972,2.803
1,12,"South Carolina",2.355,2.67,2.962,2.796
1,13,"South Carolina",2.349,2.66,2.958,2.791
1,14,"South Carolina",2.341,2.655,2.953,2.793
1,15,"South Carolina",2.333,2.651,2.947,2.795
1,16,"South Carolina",2.324,2.646,2.941,2.79
1,17,"South Carolina",2.313,2.637,2.934,2.79
1,1,"South Dakota",2.485,2.583,2.968,2.934
1,2,"South Dakota",2.475,2.598,2.963,2.925
1,3,"South Dakota",2.479,2.574,2.948,2.916
1,4,"South Dakota",2.48,2.568,2.943,2.926
1,5,"South Dakota",2.478,2.573,2.95,2.932
1,6,"South Dakota",2.471,2.596,2.953,2.912
1,7,"South Dakota",2.485,2.576,2.932,2.935
1,8,"South Dakota",2.486,2.563,2.924,2.943
1,9,"South Dakota",2.49,2.567,2.928,2.941
1,10,"South Dakota",2.497,2.581,2.946,2.954
1,11,"South Dakota",2.5,2.571,2.945,2.956
1,12,"South Dakota",2.485,2.572,2.943,2.942
1,13,"South Dakota",2.469,2.581,2.953,2.922
1,14,"South Dakota",2.476,2.568,2.942,2.958
1,15,"South Dakota",2.476,2.563,2.928,2.974
1,16,"South Dakota",2.475,2.566,2.922,2.951
1,17,"South Dakota",2.469,2.548,2.92,2.949
1,1,"Tennessee",2.384,2.688,2.992,2.876
1,2,"Tennessee",2.392,2.694,2.997,2.878
1,3,"Tennessee",2.394,2.703,3.004,2.879
1,4,"Tennessee",2.394,2.708,3.011,2.877
1,5,"Tennessee",2.392,2.705,3.015,2.878
1,6,"Tennessee",2.39,2.701,3.009,2.879
1,7,"Tennessee",2.388,2.702,3.006,2.876
1,8,"Tennessee",2.385,2.705,3.006,2.877
1,9,"Tennessee",2.382,2.702,3.003,2.876
1,10,"Tennessee",2.378,2.696,3.002,2.873
1,11,"Tennessee",2.37,2.689,2.994,2.871
1,12,"Tennessee",2.365,2.687,2.985,2.87
1,13,"Tennessee",2.36,2.677,2.98,2.863
1,14,"Tennessee",2.355,2.672,2.974,2.866
1,15,"Tennessee",2.349,2.668,2.973,2.866
1,16,"Tennessee",2.342,2.665,2.973,2.866
1,17,"Tennessee",2.337,2.656,2.967,2.863
1,1,"Texas",2.293,2.603,2.878,2.706
1,2,"Texas",2.292,2.599,2.875,2.707
1,3,"Texas",2.289,2.6,2.876,2.71
1,4,"Texas",2.286,2.604,2.877,2.713
1,5,"Texas",2.285,2.601,2.875,2.713
1,6,"Texas",2.283,2.597,2.871,2.711
1,7,"Texas",2.284,2.599,2.87,2.714
1,8,"Texas",2.291,2.604,2.877,2.715
1,9,"Texas",2.296,2.608,2.882,2.717
1,10,"Texas",2.293,2.607,2.881,2.715
1,11,"Texas",2.288,2.606,2.88,2.714
1,12,"Texas",2.283,2.601,2.876,2.712
1,13,"Texas",2.279,2.592,2.867,2.708
1,14,"Texas",2.274,2.591,2.865,2.709
1,15,"Texas",2.268,2.589,2.861,2.709
1,16,"Texas",2.262,2.583,2.854,2.707
1,17,"Texas",2.255,2.578,2.847,2.705
1,1,"Utah",2.714,2.877,3.034,3.178
1,2,"Utah",2.711,2.874,3.031,3.171
1,3,"Utah",2.708,2.864,3.026,3.168
1,4,"Utah",2.704,2.863,3.022,3.165
1,5,"Utah",2.699,2.857,3.019,3.167
1,6,"Utah",2.691,2.85,3.01,3.159
1,7,"Utah",2.688,2.852,3.01,3.153
1,8,"Utah",2.686,2.854,3.009,3.154
1,9,"Utah",2.682,2.844,2.998,3.147
1,10,"Utah",2.675,2.834,2.994,3.142
1,11,"Utah",2.666,2.827,2.986,3.136
1,12,"Utah",2.662,2.822,2.979,3.13
1,13,"Utah",2.658,2.816,2.974,3.127
1,14,"Utah",2.653,2.816,2.968,3.123
1,15,"Utah",2.648,2.807,2.966,3.118
1,16,"Utah",2.644,2.803,2.964,3.111
1,17,"Utah",2.636,2.8,2.96,3.105
1,1,"Vermont",2.644,2.907,3.176,3.043
1,2,"Vermont",2.642,2.918,3.181,3.043
1,3,"Vermont",2.65,2.914,3.181,3.048
1,4,"Vermont",2.656,2.918,3.181,3.054
1,5,"Vermont",2.654,2.921,3.18,3.053
1,6,"Vermont",2.65,2.921,3.185,3.049
1,7,"Vermont",2.658,2.927,3.187,3.061
1,8,"Vermont",2.66,2.925,3.188,3.063
1,9,"Vermont",2.666,2.926,3.186,3.068
1,10,"Vermont",2.664,2.929,3.191,3.069
1,11,"Vermont",2.665,2.925,3.188,3.073
1,12,"Vermont",2.664,2.925,3.19,3.067
1,13,"Vermont",2.655,2.915,3.179,3.062
1,14,"Vermont",2.656,2.925,3.178,3.063
1,15,"Vermont",2.654,2.926,3.193,3.062
1,16,"Vermont",2.656,2.931,3.195,3.066
1,17,"Vermont",2.653,2.939,3.192,3.067
1,1,"Virginia",2.371,2.73,3.011,2.868
1,2,"Virginia",2.373,2.733,3.015,2.869
1,3,"Virginia",2.375,2.735,3.018,2.872
1,4,"Virginia",2.382,2.739,3.02,2.877
1,5,"Virginia",2.386,2.742,3.024,2.879
1,6,"Virginia",2.388,2.746,3.029,2.88
1,7,"Virginia",2.391,2.751,3.031,2.884
1,8,"Virginia",2.391,2.751,3.029,2.885
1,9,"Virginia",2.39,2.748,3.028,2.885
1,10,"Virginia",2.387,2.749,3.028,2.883
1,11,"Virginia",2.383,2.75,3.028,2.88
1,12,"Virginia",2.381,2.745,3.027,2.881
1,13,"Virginia",2.379,2.744,3.027,2.882
1,14,"Virginia",2.374,2.745,3.027,2.877
1,15,"Virginia",2.37,2.738,3.02,2.874
1,16,"Virginia",2.364,2.736,3.016,2.87
1,17,"Virginia",2.358,2.732,3.01,2.867
1,1,"Washington",3.162,3.391,3.539,3.392
1,2,"Washington",3.161,3.381,3.537,3.392
1,3,"Washington",3.153,3.378,3.528,3.388
1,4,"Washington",3.151,3.381,3.532,3.384
1,5,"Washington",3.153,3.381,3.532,3.388
1,6,"Washington",3.152,3.383,3.53,3.383
1,7,"Washington",3.145,3.388,3.528,3.378
1,8,"Washington",3.146,3.388,3.522,3.379
1,9,"Washington",3.143,3.38,3.521,3.374
1,10,"Washington",3.143,3.378,3.524,3.376
1,11,"Washington",3.139,3.38,3.518,3.376
1,12,"Washington",3.135,3.377,3.518,3.372
1,13,"Washington",3.136,3.368,3.519,3.365
1,14,"Washington",3.132,3.365,3.51,3.365
1,15,"Washington",3.132,3.362,3.507,3.366
1,16,"Washington",3.127,3.358,3.503,3.361
1,17,"Washington",3.124,3.353,3.502,3.362
1,1,"West Virginia",2.599,2.848,3.128,3.045
1,2,"West Virginia",2.596,2.846,3.12,3.041
1,3,"West Virginia",2.601,2.855,3.129,3.048
1,4,"West Virginia",2.606,2.849,3.132,3.051
1,5,"West Virginia",2.605,2.854,3.139,3.052
1,6,"West Virginia",2.601,2.853,3.136,3.053
1,7,"West Virginia",2.595,2.843,3.126,3.054
1,8,"West Virginia",2.593,2.84,3.123,3.054
1,9,"West Virginia",2.59,2.838,3.132,3.053
1,10,"West Virginia",2.59,2.836,3.126,3.051
1,11,"West Virginia",2.584,2.831,3.122,3.041
1,12,"West Virginia",2.581,2.835,3.132,3.041
1,13,"West Virginia",2.577,2.832,3.135,3.037
1,14,"West Virginia",2.575,2.832,3.124,3.041
1,15,"West Virginia",2.574,2.827,3.118,3.038
1,16,"West Virginia",2.571,2.822,3.119,3.033
1,17,"West Virginia",2.566,2.816,3.116,3.024
1,1,"Wisconsin",2.433,2.753,3.132,2.922
1,2,"Wisconsin",2.431,2.755,3.13,2.92
1,3,"Wisconsin",2.429,2.752,3.135,2.922
1,4,"Wisconsin",2.428,2.755,3.135,2.925
1,5,"Wisconsin",2.423,2.754,3.132,2.924
1,6,"Wisconsin",2.418,2.748,3.126,2.921
1,7,"Wisconsin",2.439,2.757,3.142,2.923
1,8,"Wisconsin",2.447,2.767,3.147,2.92
1,9,"Wisconsin",2.453,2.77,3.153,2.919
1,10,"Wisconsin",2.463,2.777,3.17,2.916
1,11,"Wisconsin",2.458,2.776,3.166,2.912
1,12,"Wisconsin",2.452,2.775,3.163,2.914
1,13,"Wisconsin",2.444,2.772,3.158,2.91
1,14,"Wisconsin",2.442,2.767,3.149,2.909
1,15,"Wisconsin",2.437,2.761,3.144,2.908
1,16,"Wisconsin",2.433,2.759,3.143,2.907
1,17,"Wisconsin",2.426,2.757,3.136,2.906
1,1,"Wyoming",2.652,2.869,3.105,3.125
1,2,"Wyoming",2.651,2.865,3.103,3.123
1,3,"Wyoming",2.646,2.853,3.106,3.129
1,4,"Wyoming",2.648,2.861,3.104,3.127
1,5,"Wyoming",2.641,2.857,3.093,3.127
1,6,"Wyoming",2.635,2.852,3.092,3.121
1,7,"Wyoming",2.636,2.85,3.09,3.127
1,8,"Wyoming",2.644,2.85,3.091,3.125
1,9,"Wyoming",2.642,2.85,3.09,3.107
1,10,"Wyoming",2.63,2.846,3.085,3.101
1,11,"Wyoming",2.626,2.836,3.076,3.095
1,12,"Wyoming",2.625,2.826,3.073,3.089
1,13,"Wyoming",2.617,2.832,3.078,3.077
1,14,"Wyoming",2.62,2.839,3.076,3.088
1,15,"Wyoming",2.615,2.833,3.068,3.088
1,16,"Wyoming",2.613,2.823,3.053,3.075
1,17,"Wyoming",2.611,2.828,3.056,3.072
